"age","voted","message","hhsize","gender"
45,"yes","treatment",2,"female"
76,"no","control",2,"male"
79,"no","control",2,"female"
80,"no","control",2,"female"
82,"no","control",2,"male"
62,"yes","control",1,"male"
39,"no","control",2,"male"
39,"no","control",2,"female"
58,"no","control",2,"male"
55,"yes","control",2,"female"
46,"no","control",2,"female"
50,"no","control",2,"male"
50,"no","control",2,"male"
48,"no","control",2,"female"
72,"no","control",2,"male"
71,"no","control",2,"female"
89,"no","control",1,"male"
59,"no","control",2,"female"
59,"no","control",2,"male"
57,"yes","control",1,"female"
49,"no","control",1,"female"
53,"no","control",1,"male"
71,"no","control",2,"male"
71,"no","control",2,"female"
64,"no","control",2,"male"
65,"no","control",2,"female"
72,"no","control",2,"male"
71,"no","control",2,"female"
55,"no","treatment",2,"female"
50,"no","treatment",2,"male"
61,"no","control",2,"male"
60,"no","control",2,"female"
50,"yes","control",2,"female"
60,"yes","control",2,"male"
24,"no","treatment",4,"male"
50,"no","treatment",4,"female"
21,"no","treatment",4,"male"
50,"no","treatment",4,"male"
34,"yes","control",2,"female"
41,"yes","control",2,"male"
66,"no","control",2,"male"
68,"no","control",2,"female"
43,"yes","control",2,"female"
44,"yes","control",2,"male"
67,"no","control",1,"female"
80,"no","control",2,"male"
81,"no","control",2,"female"
67,"yes","control",1,"female"
79,"no","control",2,"female"
82,"no","control",2,"male"
38,"no","treatment",2,"female"
38,"no","treatment",2,"male"
59,"no","control",2,"female"
59,"no","control",2,"male"
44,"no","control",1,"male"
53,"no","control",2,"male"
50,"no","control",2,"female"
51,"no","control",1,"male"
84,"yes","treatment",2,"female"
81,"yes","treatment",2,"male"
46,"no","control",2,"male"
43,"no","control",2,"female"
68,"no","control",2,"male"
69,"no","control",2,"female"
44,"no","control",2,"female"
47,"yes","control",2,"male"
55,"no","control",2,"male"
50,"no","control",2,"female"
48,"no","control",3,"female"
47,"no","control",3,"male"
20,"no","control",3,"male"
46,"yes","treatment",2,"female"
49,"no","treatment",2,"male"
48,"no","control",2,"male"
42,"no","control",2,"female"
32,"no","treatment",2,"male"
34,"no","treatment",2,"female"
48,"no","control",1,"male"
76,"no","control",1,"male"
52,"yes","control",1,"female"
61,"no","control",2,"male"
59,"no","control",2,"female"
62,"no","control",2,"male"
64,"no","control",2,"female"
60,"yes","control",3,"male"
56,"yes","control",3,"male"
24,"no","control",3,"male"
51,"no","control",4,"male"
51,"no","control",4,"female"
24,"no","control",4,"male"
27,"no","control",4,"male"
57,"no","control",1,"male"
44,"no","control",2,"male"
42,"no","control",2,"female"
22,"yes","treatment",3,"male"
49,"yes","treatment",3,"male"
52,"yes","treatment",3,"female"
35,"no","treatment",2,"female"
49,"no","treatment",2,"male"
58,"no","control",2,"female"
63,"no","control",2,"male"
50,"yes","control",2,"female"
56,"yes","control",2,"male"
57,"no","control",2,"female"
57,"no","control",2,"male"
25,"no","control",3,"female"
51,"no","control",3,"female"
57,"no","control",3,"male"
37,"no","control",2,"female"
38,"no","control",2,"male"
43,"no","control",2,"female"
58,"no","control",2,"male"
33,"no","control",2,"female"
39,"no","control",2,"male"
75,"no","control",1,"female"
55,"yes","control",2,"female"
54,"no","control",2,"male"
70,"no","treatment",2,"female"
74,"no","treatment",2,"male"
54,"no","control",2,"male"
53,"no","control",2,"female"
50,"no","treatment",3,"female"
59,"no","treatment",3,"male"
23,"no","treatment",3,"male"
28,"yes","control",2,"female"
54,"yes","control",2,"female"
56,"no","control",2,"female"
60,"no","control",2,"male"
83,"yes","control",1,"female"
51,"no","control",2,"female"
52,"no","control",2,"male"
28,"no","control",3,"male"
57,"yes","control",3,"female"
57,"yes","control",3,"male"
55,"no","control",2,"male"
53,"no","control",2,"female"
40,"no","control",2,"female"
41,"no","control",2,"male"
51,"no","control",4,"female"
30,"no","control",4,"female"
32,"no","control",4,"male"
52,"no","control",4,"male"
57,"no","control",2,"female"
60,"no","control",2,"male"
53,"no","treatment",1,"female"
52,"no","control",3,"female"
52,"no","control",3,"male"
21,"no","control",3,"female"
37,"no","control",2,"female"
37,"no","control",2,"male"
59,"no","control",2,"male"
60,"no","control",2,"female"
56,"no","control",2,"female"
60,"no","control",2,"male"
47,"yes","treatment",3,"male"
49,"yes","treatment",3,"female"
24,"yes","treatment",3,"female"
79,"no","control",1,"male"
29,"no","control",2,"female"
31,"no","control",2,"male"
40,"no","treatment",2,"female"
49,"no","treatment",2,"male"
61,"yes","treatment",1,"female"
69,"no","control",2,"female"
73,"no","control",2,"male"
40,"no","control",2,"male"
44,"no","control",2,"female"
39,"no","control",1,"female"
50,"no","control",2,"male"
45,"no","control",2,"female"
56,"yes","control",1,"female"
51,"no","control",3,"female"
23,"no","control",3,"female"
59,"no","control",3,"male"
39,"no","control",2,"female"
37,"no","control",2,"male"
45,"no","control",1,"male"
48,"no","control",2,"female"
49,"no","control",2,"male"
39,"no","control",2,"male"
38,"no","control",2,"female"
63,"no","control",1,"female"
20,"no","control",3,"female"
55,"no","control",3,"male"
55,"no","control",3,"female"
58,"no","control",1,"female"
71,"yes","treatment",2,"female"
70,"yes","treatment",2,"male"
54,"no","control",2,"female"
59,"no","control",2,"male"
46,"yes","control",2,"male"
48,"yes","control",2,"female"
33,"no","control",4,"male"
60,"yes","control",4,"male"
26,"no","control",4,"male"
53,"no","control",4,"female"
58,"no","control",2,"male"
76,"yes","control",2,"female"
58,"no","treatment",1,"female"
41,"no","control",2,"female"
42,"no","control",2,"male"
62,"no","control",2,"female"
63,"no","control",2,"male"
57,"yes","control",1,"male"
44,"no","control",2,"female"
45,"no","control",2,"male"
60,"yes","control",2,"female"
62,"no","control",2,"male"
58,"no","control",3,"male"
25,"no","control",3,"male"
40,"no","control",3,"female"
26,"no","control",2,"female"
61,"no","control",2,"female"
51,"no","control",3,"male"
47,"no","control",3,"female"
24,"no","control",3,"male"
38,"no","treatment",2,"female"
38,"no","treatment",2,"male"
36,"no","treatment",2,"female"
36,"no","treatment",2,"male"
49,"no","control",1,"male"
49,"no","control",1,"male"
58,"no","control",1,"male"
37,"no","control",2,"female"
38,"no","control",2,"male"
71,"no","control",2,"female"
76,"no","control",2,"male"
41,"no","control",2,"female"
45,"no","control",2,"male"
82,"no","control",1,"female"
59,"yes","control",2,"male"
58,"yes","control",2,"female"
79,"no","control",2,"female"
79,"no","control",2,"male"
48,"no","control",2,"female"
48,"no","control",2,"male"
43,"no","control",2,"female"
48,"no","control",2,"male"
77,"no","control",1,"female"
25,"no","control",2,"male"
50,"no","control",2,"male"
75,"no","control",2,"female"
78,"no","control",2,"male"
76,"no","control",1,"female"
42,"yes","treatment",3,"male"
68,"yes","treatment",3,"male"
65,"yes","treatment",3,"female"
72,"yes","treatment",1,"male"
80,"no","control",1,"male"
78,"no","control",1,"male"
46,"no","control",1,"female"
43,"no","control",1,"male"
41,"yes","control",2,"female"
44,"yes","control",2,"male"
48,"no","control",3,"male"
21,"no","control",3,"female"
46,"no","control",3,"female"
49,"no","treatment",3,"female"
49,"no","treatment",3,"male"
20,"no","treatment",3,"male"
69,"no","control",1,"male"
39,"yes","control",2,"female"
47,"yes","control",2,"male"
63,"yes","control",2,"male"
63,"yes","control",2,"female"
64,"no","treatment",1,"female"
88,"no","control",1,"female"
46,"no","control",2,"male"
47,"no","control",2,"female"
42,"no","control",2,"male"
40,"no","control",2,"female"
47,"no","control",2,"female"
53,"no","control",2,"male"
48,"no","control",2,"male"
43,"no","control",2,"female"
57,"no","treatment",1,"male"
62,"no","control",2,"male"
61,"no","control",2,"female"
66,"yes","control",2,"male"
63,"yes","control",2,"female"
33,"no","control",1,"female"
59,"no","control",2,"male"
60,"no","control",2,"female"
39,"no","treatment",2,"female"
40,"no","treatment",2,"male"
40,"no","control",2,"male"
39,"no","control",2,"female"
55,"no","control",2,"male"
52,"no","control",2,"female"
52,"no","control",2,"male"
49,"no","control",2,"female"
25,"yes","control",2,"male"
53,"yes","control",2,"female"
53,"no","control",4,"male"
51,"no","control",4,"female"
23,"no","control",4,"female"
21,"no","control",4,"female"
77,"no","control",2,"male"
74,"no","control",2,"female"
77,"no","treatment",2,"female"
79,"no","treatment",2,"male"
45,"no","control",4,"female"
21,"no","control",4,"female"
20,"no","control",4,"male"
49,"no","control",4,"male"
55,"no","control",2,"female"
56,"no","control",2,"male"
53,"no","control",2,"female"
56,"no","control",2,"male"
51,"no","control",3,"female"
50,"no","control",3,"male"
20,"no","control",3,"female"
52,"no","control",2,"female"
58,"no","control",2,"male"
50,"no","control",2,"female"
47,"no","control",2,"male"
55,"yes","treatment",1,"female"
48,"no","control",2,"male"
48,"no","control",2,"female"
60,"no","treatment",2,"female"
59,"no","treatment",2,"male"
79,"yes","control",2,"male"
79,"yes","control",2,"female"
56,"no","control",2,"female"
64,"yes","control",2,"male"
83,"no","control",2,"male"
79,"no","control",2,"female"
22,"yes","treatment",3,"male"
53,"no","treatment",3,"male"
51,"no","treatment",3,"female"
69,"yes","control",2,"female"
71,"yes","control",2,"male"
49,"yes","control",2,"male"
54,"yes","control",2,"female"
75,"no","control",2,"male"
74,"no","control",2,"female"
77,"yes","control",2,"male"
77,"yes","control",2,"female"
77,"yes","control",1,"male"
59,"no","control",2,"female"
62,"no","control",2,"male"
45,"no","control",2,"male"
37,"no","control",2,"female"
41,"no","treatment",1,"female"
40,"no","control",1,"male"
23,"no","control",3,"male"
57,"no","control",3,"male"
48,"no","control",3,"female"
24,"no","control",1,"male"
52,"no","control",2,"female"
52,"no","control",2,"male"
39,"no","control",2,"male"
40,"no","control",2,"female"
50,"no","control",1,"male"
51,"no","control",3,"female"
53,"no","control",3,"male"
25,"no","control",3,"male"
51,"no","control",1,"female"
52,"no","control",2,"female"
52,"no","control",2,"male"
78,"no","treatment",2,"male"
71,"no","treatment",2,"female"
39,"no","control",2,"male"
40,"no","control",2,"female"
52,"no","control",2,"female"
58,"no","control",2,"male"
73,"no","control",2,"male"
75,"no","control",2,"female"
52,"no","control",1,"male"
80,"no","control",1,"female"
55,"yes","treatment",1,"male"
57,"no","control",2,"female"
57,"no","control",2,"male"
61,"no","control",2,"male"
58,"no","control",2,"female"
34,"no","control",2,"female"
20,"no","control",2,"male"
49,"no","control",3,"male"
21,"no","control",3,"female"
46,"no","control",3,"female"
44,"no","control",2,"female"
44,"no","control",2,"male"
52,"yes","treatment",1,"male"
33,"no","control",2,"female"
36,"no","control",2,"male"
51,"no","control",3,"male"
22,"no","control",3,"female"
52,"no","control",3,"female"
47,"yes","control",3,"male"
70,"no","control",3,"female"
46,"yes","control",3,"female"
22,"no","control",3,"male"
46,"no","control",3,"female"
48,"no","control",3,"male"
82,"yes","control",1,"male"
68,"yes","control",1,"female"
40,"no","control",1,"female"
46,"yes","control",1,"female"
66,"no","treatment",2,"female"
66,"no","treatment",2,"male"
39,"no","control",2,"male"
38,"no","control",2,"female"
54,"no","treatment",2,"female"
54,"no","treatment",2,"male"
48,"no","control",2,"female"
52,"no","control",2,"male"
42,"yes","control",2,"male"
38,"yes","control",2,"female"
64,"yes","treatment",2,"male"
62,"yes","treatment",2,"female"
26,"no","control",2,"female"
38,"no","control",2,"male"
67,"no","control",2,"female"
67,"no","control",2,"male"
55,"no","control",2,"male"
57,"no","control",2,"female"
53,"no","control",3,"male"
22,"no","control",3,"male"
48,"yes","control",3,"female"
47,"no","control",2,"female"
49,"yes","control",2,"male"
45,"no","control",2,"male"
46,"yes","control",2,"female"
59,"no","control",3,"male"
26,"no","control",3,"male"
56,"no","control",3,"female"
22,"no","control",3,"female"
54,"yes","control",3,"female"
56,"yes","control",3,"male"
58,"no","control",2,"female"
60,"no","control",2,"male"
66,"yes","treatment",1,"female"
37,"yes","control",2,"female"
47,"no","control",2,"male"
60,"yes","treatment",2,"male"
63,"yes","treatment",2,"female"
80,"no","control",1,"female"
45,"no","control",2,"male"
40,"no","control",2,"female"
59,"no","control",2,"female"
77,"no","control",2,"male"
68,"yes","treatment",2,"male"
68,"yes","treatment",2,"female"
23,"no","control",4,"male"
52,"no","control",4,"male"
25,"no","control",4,"male"
53,"no","control",4,"female"
88,"no","control",1,"female"
72,"yes","control",1,"female"
79,"yes","control",2,"female"
77,"yes","control",2,"male"
39,"no","control",2,"female"
40,"yes","control",2,"male"
67,"yes","control",2,"female"
69,"yes","control",2,"male"
83,"no","control",1,"female"
34,"no","control",2,"female"
46,"no","control",2,"male"
43,"no","control",3,"female"
21,"no","control",3,"female"
43,"no","control",3,"male"
44,"no","control",2,"male"
46,"no","control",2,"male"
53,"no","treatment",1,"female"
47,"no","control",1,"male"
70,"no","control",2,"female"
69,"no","control",2,"male"
37,"no","control",1,"male"
44,"no","control",2,"male"
43,"no","control",2,"female"
75,"no","control",1,"male"
24,"no","treatment",4,"male"
21,"no","treatment",4,"female"
49,"no","treatment",4,"male"
48,"no","treatment",4,"female"
54,"yes","control",4,"female"
25,"no","control",4,"male"
21,"no","control",4,"female"
53,"yes","control",4,"male"
59,"no","control",2,"female"
61,"no","control",2,"male"
45,"no","control",1,"female"
71,"no","control",2,"female"
72,"no","control",2,"male"
51,"yes","treatment",2,"female"
52,"yes","treatment",2,"male"
26,"no","control",4,"male"
23,"no","control",4,"male"
49,"no","control",4,"female"
49,"no","control",4,"male"
37,"no","control",2,"male"
37,"no","control",2,"female"
51,"no","control",2,"female"
55,"no","control",2,"male"
87,"yes","control",1,"male"
76,"yes","control",1,"female"
71,"yes","control",1,"female"
39,"no","treatment",2,"male"
37,"no","treatment",2,"female"
62,"yes","control",1,"female"
51,"yes","treatment",2,"male"
47,"no","treatment",2,"female"
43,"no","control",1,"female"
77,"yes","control",1,"female"
81,"yes","treatment",2,"male"
63,"yes","treatment",2,"female"
68,"no","control",2,"female"
69,"no","control",2,"male"
41,"no","control",2,"male"
40,"no","control",2,"female"
21,"no","control",3,"male"
51,"no","control",3,"female"
53,"yes","control",3,"male"
49,"yes","control",2,"female"
48,"no","control",2,"male"
56,"yes","control",2,"male"
54,"yes","control",2,"female"
41,"no","control",1,"female"
52,"no","control",3,"female"
54,"no","control",3,"male"
21,"yes","control",3,"male"
48,"no","control",3,"female"
51,"no","control",3,"male"
24,"no","control",3,"male"
48,"no","control",2,"female"
49,"no","control",2,"male"
49,"yes","control",2,"male"
48,"no","control",2,"female"
53,"no","control",3,"male"
21,"no","control",3,"female"
53,"no","control",3,"female"
53,"no","control",1,"female"
58,"no","treatment",3,"female"
58,"no","treatment",3,"male"
20,"no","treatment",3,"female"
22,"no","control",3,"male"
56,"no","control",3,"female"
56,"no","control",3,"male"
59,"yes","control",3,"female"
59,"no","control",3,"male"
20,"yes","control",3,"male"
24,"no","control",3,"male"
53,"yes","control",3,"male"
56,"yes","control",3,"female"
52,"no","control",2,"female"
59,"no","control",2,"male"
52,"yes","control",3,"male"
49,"no","control",3,"female"
20,"yes","control",3,"male"
57,"yes","treatment",2,"female"
54,"no","treatment",2,"male"
40,"yes","control",1,"male"
38,"no","control",2,"male"
45,"no","control",2,"female"
53,"no","control",2,"female"
55,"no","control",2,"male"
41,"no","control",1,"male"
44,"no","control",2,"male"
36,"no","control",2,"female"
39,"yes","control",1,"female"
36,"no","control",2,"female"
38,"no","control",2,"male"
67,"no","control",1,"male"
51,"yes","control",3,"female"
57,"yes","control",3,"male"
28,"no","control",3,"female"
21,"no","control",3,"male"
47,"no","control",3,"female"
48,"yes","control",3,"male"
49,"no","treatment",2,"female"
62,"no","treatment",2,"male"
63,"no","treatment",1,"female"
57,"no","control",1,"male"
67,"no","treatment",1,"male"
55,"no","control",1,"male"
58,"no","control",2,"female"
58,"no","control",2,"male"
25,"no","control",4,"male"
21,"yes","control",4,"female"
52,"yes","control",4,"female"
57,"yes","control",4,"male"
52,"yes","treatment",2,"male"
53,"no","treatment",2,"female"
44,"yes","control",1,"male"
40,"no","control",2,"male"
37,"no","control",2,"female"
59,"no","control",2,"female"
56,"no","control",2,"male"
60,"no","control",1,"male"
33,"no","control",2,"male"
30,"no","control",2,"female"
40,"no","control",1,"female"
38,"no","control",2,"female"
44,"no","control",2,"male"
31,"no","control",2,"male"
53,"no","control",2,"female"
44,"yes","control",3,"female"
24,"no","control",3,"male"
45,"yes","control",3,"male"
71,"no","control",2,"male"
67,"no","control",2,"female"
65,"no","control",1,"male"
52,"no","control",1,"male"
62,"no","control",2,"female"
59,"no","control",2,"male"
34,"no","treatment",1,"male"
74,"no","control",2,"female"
76,"no","control",2,"male"
56,"no","control",2,"female"
61,"no","control",2,"male"
69,"yes","control",1,"male"
48,"yes","treatment",2,"male"
45,"yes","treatment",2,"female"
73,"no","control",2,"male"
73,"no","control",2,"female"
48,"yes","control",2,"female"
46,"yes","control",2,"male"
64,"no","treatment",2,"female"
59,"no","treatment",2,"male"
55,"no","control",2,"female"
58,"no","control",2,"male"
53,"yes","treatment",3,"male"
53,"yes","treatment",3,"female"
24,"no","treatment",3,"female"
63,"no","control",3,"female"
66,"no","control",3,"male"
23,"no","control",3,"female"
58,"no","control",2,"female"
65,"no","control",2,"male"
21,"no","control",3,"female"
47,"no","control",3,"female"
52,"yes","control",3,"male"
47,"yes","control",4,"male"
25,"yes","control",4,"male"
21,"yes","control",4,"male"
47,"yes","control",4,"female"
50,"no","control",3,"female"
56,"no","control",3,"male"
20,"no","control",3,"female"
47,"no","control",3,"female"
49,"no","control",3,"male"
21,"no","control",3,"male"
46,"no","control",2,"female"
48,"yes","control",2,"male"
47,"yes","control",2,"female"
53,"yes","control",2,"male"
55,"yes","control",3,"male"
25,"no","control",3,"male"
21,"no","control",3,"female"
42,"no","control",2,"male"
38,"no","control",2,"female"
66,"yes","control",1,"female"
54,"no","control",2,"female"
22,"no","control",2,"female"
59,"no","control",2,"male"
56,"yes","control",2,"female"
51,"yes","treatment",1,"female"
54,"no","control",2,"female"
58,"yes","control",2,"male"
48,"no","control",1,"male"
56,"no","control",1,"female"
47,"no","control",2,"female"
48,"no","control",2,"male"
45,"no","control",1,"female"
73,"no","treatment",3,"male"
66,"no","treatment",3,"female"
40,"no","treatment",3,"male"
49,"yes","treatment",2,"female"
49,"yes","treatment",2,"male"
42,"no","control",2,"female"
46,"no","control",2,"male"
57,"no","control",3,"female"
26,"yes","control",3,"male"
58,"yes","control",3,"male"
56,"no","control",2,"male"
57,"yes","control",2,"female"
51,"yes","control",1,"male"
51,"no","treatment",1,"male"
31,"no","control",1,"female"
58,"no","control",1,"male"
36,"no","control",2,"female"
42,"no","control",2,"male"
39,"no","control",2,"female"
48,"no","control",2,"male"
51,"yes","control",2,"female"
50,"yes","control",2,"male"
21,"no","control",4,"male"
48,"no","control",4,"female"
23,"no","control",4,"female"
48,"yes","control",4,"male"
43,"no","control",1,"female"
49,"no","control",1,"female"
41,"no","control",2,"female"
45,"no","control",2,"male"
54,"no","control",3,"female"
55,"yes","control",3,"male"
22,"no","control",3,"male"
49,"no","control",2,"female"
50,"yes","control",2,"male"
29,"no","treatment",3,"female"
55,"no","treatment",3,"female"
57,"no","treatment",3,"male"
56,"yes","control",2,"female"
52,"yes","control",2,"male"
54,"yes","control",2,"male"
42,"no","control",2,"female"
53,"yes","control",3,"male"
24,"yes","control",3,"female"
53,"yes","control",3,"female"
48,"yes","treatment",2,"male"
53,"no","treatment",2,"female"
56,"no","control",2,"male"
25,"no","control",2,"female"
59,"no","control",2,"female"
66,"yes","control",2,"male"
48,"yes","control",2,"male"
49,"yes","control",2,"female"
27,"yes","control",1,"male"
49,"no","control",2,"male"
20,"no","control",2,"male"
50,"no","control",2,"female"
53,"no","control",2,"male"
46,"yes","treatment",2,"female"
51,"yes","treatment",2,"male"
51,"no","control",2,"female"
59,"no","control",2,"male"
45,"yes","control",2,"male"
45,"yes","control",2,"female"
52,"no","control",2,"female"
52,"no","control",2,"male"
58,"yes","control",1,"female"
40,"yes","control",2,"female"
43,"yes","control",2,"male"
35,"no","control",2,"female"
37,"no","control",2,"male"
49,"no","treatment",1,"male"
43,"no","control",1,"female"
58,"no","treatment",2,"female"
28,"no","treatment",2,"male"
43,"no","control",2,"female"
45,"no","control",2,"male"
51,"no","treatment",2,"male"
51,"no","treatment",2,"female"
47,"no","control",2,"male"
45,"no","control",2,"female"
48,"yes","control",2,"female"
51,"no","control",2,"male"
45,"no","control",2,"male"
41,"no","control",2,"female"
39,"yes","control",2,"female"
41,"yes","control",2,"male"
43,"no","control",2,"female"
49,"no","control",2,"male"
48,"no","control",1,"female"
36,"no","control",2,"female"
35,"no","control",2,"male"
31,"no","control",2,"male"
30,"no","control",2,"female"
56,"yes","control",2,"female"
58,"yes","control",2,"male"
61,"no","control",2,"male"
60,"no","control",2,"female"
42,"yes","control",2,"female"
44,"no","control",2,"male"
49,"no","control",2,"female"
76,"no","control",2,"female"
57,"no","treatment",1,"male"
62,"no","control",2,"male"
57,"no","control",2,"female"
57,"no","control",1,"female"
52,"yes","control",1,"female"
38,"yes","control",1,"male"
51,"no","treatment",2,"female"
51,"no","treatment",2,"male"
67,"no","control",2,"male"
63,"no","control",2,"female"
44,"no","control",2,"female"
45,"no","control",2,"male"
45,"no","treatment",1,"male"
56,"no","control",2,"male"
56,"no","control",2,"female"
51,"no","control",2,"male"
50,"no","control",2,"female"
54,"yes","control",3,"male"
24,"no","control",3,"male"
55,"no","control",3,"female"
42,"no","control",2,"female"
40,"no","control",2,"male"
51,"no","treatment",1,"female"
48,"no","control",3,"male"
48,"no","control",3,"female"
22,"no","control",3,"female"
22,"no","control",4,"female"
24,"no","control",4,"male"
54,"no","control",4,"female"
55,"no","control",4,"male"
64,"no","control",2,"male"
62,"no","control",2,"female"
44,"no","control",3,"female"
22,"no","control",3,"female"
44,"no","control",3,"male"
61,"yes","control",2,"male"
55,"no","control",2,"female"
60,"no","control",2,"female"
60,"no","control",2,"male"
51,"no","treatment",2,"female"
49,"no","treatment",2,"male"
63,"no","control",2,"male"
48,"yes","control",2,"female"
47,"no","control",1,"female"
41,"no","control",2,"female"
51,"no","control",2,"male"
48,"no","control",3,"male"
46,"no","control",3,"female"
20,"no","control",3,"female"
47,"no","control",2,"male"
45,"yes","control",2,"female"
48,"yes","control",2,"male"
50,"no","control",2,"female"
37,"no","treatment",2,"female"
42,"yes","treatment",2,"male"
59,"no","control",4,"male"
24,"no","control",4,"female"
60,"no","control",4,"female"
22,"no","control",4,"female"
66,"no","control",2,"male"
62,"no","control",2,"female"
58,"no","control",2,"male"
54,"no","control",2,"female"
50,"yes","control",1,"female"
38,"no","control",2,"female"
41,"no","control",2,"male"
56,"yes","control",2,"male"
53,"yes","control",2,"female"
54,"no","control",2,"male"
53,"no","control",2,"female"
42,"no","treatment",2,"female"
52,"no","treatment",2,"male"
22,"no","control",3,"male"
62,"no","control",3,"male"
54,"no","control",3,"female"
51,"no","control",3,"female"
20,"no","control",3,"female"
54,"yes","control",3,"male"
45,"yes","control",2,"male"
39,"no","control",2,"female"
43,"no","control",2,"female"
45,"no","control",2,"male"
44,"no","control",2,"male"
40,"no","control",2,"female"
44,"yes","control",2,"male"
41,"no","control",2,"female"
43,"no","control",2,"male"
37,"no","control",2,"female"
46,"yes","treatment",1,"female"
54,"no","control",2,"female"
38,"no","control",2,"male"
61,"no","control",2,"male"
58,"no","control",2,"female"
55,"no","control",2,"male"
53,"no","control",2,"female"
23,"no","control",3,"female"
50,"yes","control",3,"male"
50,"no","control",3,"female"
46,"no","control",2,"male"
55,"no","control",2,"female"
45,"yes","treatment",1,"male"
60,"no","control",2,"female"
60,"no","control",2,"male"
43,"yes","treatment",1,"male"
59,"no","control",3,"male"
25,"no","control",3,"female"
60,"no","control",3,"female"
48,"no","control",2,"female"
47,"no","control",2,"male"
58,"yes","control",1,"female"
55,"no","control",1,"male"
20,"no","control",3,"female"
53,"yes","control",3,"female"
54,"no","control",3,"male"
55,"no","control",2,"male"
27,"no","control",2,"female"
53,"yes","control",2,"male"
50,"no","control",2,"female"
36,"yes","control",2,"male"
37,"yes","control",2,"female"
41,"no","control",2,"male"
41,"no","control",2,"female"
57,"no","treatment",3,"male"
20,"no","treatment",3,"male"
56,"yes","treatment",3,"female"
43,"no","control",2,"female"
44,"no","control",2,"male"
45,"no","control",2,"male"
44,"no","control",2,"female"
66,"no","control",2,"male"
63,"no","control",2,"female"
58,"no","control",2,"female"
23,"no","control",2,"male"
78,"no","treatment",2,"male"
71,"no","treatment",2,"female"
48,"yes","control",2,"male"
44,"no","control",2,"female"
22,"no","control",3,"male"
48,"no","control",3,"female"
20,"no","control",3,"female"
62,"no","control",2,"female"
67,"no","control",2,"male"
71,"no","control",1,"female"
37,"no","control",2,"female"
38,"no","control",2,"male"
22,"no","treatment",1,"male"
38,"no","control",2,"female"
40,"no","control",2,"male"
49,"yes","control",2,"male"
53,"yes","control",2,"female"
67,"yes","control",2,"male"
65,"yes","control",2,"female"
75,"no","control",2,"male"
70,"no","control",2,"female"
60,"yes","control",2,"male"
58,"no","control",2,"female"
82,"no","treatment",2,"male"
79,"no","treatment",2,"female"
46,"no","control",2,"male"
51,"no","control",2,"female"
29,"yes","control",1,"female"
55,"no","treatment",2,"male"
50,"no","treatment",2,"female"
45,"no","control",1,"female"
71,"no","control",1,"male"
42,"yes","control",1,"female"
46,"yes","control",2,"male"
66,"yes","control",2,"female"
41,"yes","treatment",1,"male"
70,"yes","control",2,"male"
67,"yes","control",2,"female"
35,"no","control",1,"male"
40,"yes","control",1,"female"
51,"no","control",2,"male"
20,"no","control",2,"male"
41,"yes","control",1,"female"
30,"yes","treatment",1,"female"
38,"no","control",2,"female"
37,"no","control",2,"male"
20,"no","control",3,"female"
46,"no","control",3,"male"
41,"no","control",3,"female"
59,"no","control",1,"male"
60,"no","control",1,"male"
24,"no","treatment",2,"male"
46,"no","treatment",2,"female"
45,"no","control",2,"female"
51,"no","control",2,"male"
44,"no","control",1,"male"
68,"yes","control",2,"female"
70,"yes","control",2,"male"
37,"no","control",1,"female"
57,"no","control",1,"female"
64,"no","control",2,"female"
76,"no","control",2,"male"
59,"no","control",2,"female"
59,"no","control",2,"male"
41,"yes","control",1,"female"
35,"yes","control",1,"male"
68,"no","control",3,"male"
58,"no","control",3,"female"
23,"no","control",3,"male"
61,"no","control",2,"female"
65,"no","control",2,"male"
57,"no","control",3,"female"
20,"no","control",3,"male"
53,"no","control",3,"male"
50,"no","control",3,"female"
21,"no","control",3,"male"
52,"yes","control",3,"male"
39,"no","treatment",1,"male"
60,"yes","control",2,"female"
62,"yes","control",2,"male"
43,"no","control",2,"female"
42,"no","control",2,"male"
34,"yes","treatment",1,"female"
46,"no","control",2,"male"
47,"no","control",2,"female"
58,"no","treatment",1,"female"
58,"no","control",1,"male"
53,"no","control",5,"male"
50,"no","control",5,"female"
24,"no","control",5,"male"
20,"no","control",5,"female"
22,"no","control",5,"female"
51,"yes","control",2,"female"
51,"yes","control",2,"male"
45,"no","control",1,"female"
37,"yes","control",1,"male"
34,"no","treatment",2,"female"
31,"no","treatment",2,"male"
63,"no","control",2,"female"
66,"no","control",2,"male"
38,"yes","control",1,"male"
21,"no","control",3,"female"
50,"no","control",3,"male"
50,"no","control",3,"female"
40,"no","control",2,"male"
29,"no","control",2,"female"
47,"no","control",3,"male"
20,"no","control",3,"female"
48,"no","control",3,"female"
41,"no","treatment",2,"male"
41,"yes","treatment",2,"female"
46,"no","treatment",2,"female"
50,"no","treatment",2,"male"
38,"no","control",2,"female"
42,"no","control",2,"male"
35,"no","control",2,"female"
42,"yes","control",2,"male"
38,"yes","control",2,"female"
42,"no","control",2,"male"
64,"no","control",2,"male"
60,"no","control",2,"female"
30,"no","control",2,"female"
37,"no","control",2,"male"
54,"no","control",1,"male"
62,"no","control",2,"male"
50,"no","control",2,"female"
40,"no","control",2,"female"
42,"no","control",2,"male"
50,"no","control",1,"female"
56,"no","control",2,"female"
60,"no","control",2,"male"
46,"no","control",1,"female"
